YEAR,BUDGET TYPE,CITY AGENCY,"EXPENSE
CATEGORY",DIVISION,CONTRACT DATE,CONTRACT NUMBER,CONSULTANT NAME,DESCRIPTION, EXPENDITURE
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Police Service,10-Aug-22,6053647,PriceWaterhouseCoopers LLP,"To develop and deliver a final report for the inventory of the TPS de-Tasking initiatives, in support of the TPS in understanding and achieving goals of responsibly re-deploying services, resources, and staff. ","  54,442 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Police Service,7-Nov-22,3620571,J Wallace Skelton Consulting ,"To provide a final report that serves as the foundation to build the evaluation of training sessions and impact on the community. As part of an agreement, J Wallace Skelton was involved in exploring the option of human rights-based data collection, which dovetails with some elements of the Justice Epstein recommendations.","  16,275 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Police Service,10-Nov-22,6053958,Mental Health Innovation,"To conduct a program audit and gap analysis, notably against the national standards of practice for peer support. Services included a review and analysis of policies, procedures, accountability framework, scope of practice and program evaluation, and provision of a report focused on recommendations and next steps to inform the future of the TPS peer support and Critical Incident Response Team (CIRT) programs.","  27,307 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Police Service,4-Dec-23,3631503,Public Services Health & Safety Association,"To produce detailed reports outlining a comprehensive assessment and summary of the essential physical demands analysis and cognitive demands analysis for particular positions, to provide recommendations to help identify suitable alternate work or modified work/tasks.","  42,739 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Police Service,5-Jun-17,6045079,Dr. Ashley David Bender,"To review and assist with the development, evaluation and implementation of a procedure for the application and assessment of requests for the inclusion of names on the Memorial Wall.","  7,556 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Police Service,29-Mar-22,3614266,"Bellmio, Peter ","To present readiness assessment report based on analysis of patrol workload and service levels, formulate recommendations that would assist in identifying appropriate front-line patrol staffing levels to meet the needs of the community. ","  13,839 "
2022,Operating,Agencies and Corporations,Legal ,Toronto Police Service,27-Apr-20,6050505,"Henein, Hutchison L.L.P.",To provide consultation and legal advice on various issues surrounding Ontario Human Rights Commission (O.H.R.C.) inquiry.,"  94,133 "
2022,Operating,Agencies and Corporations,Legal ,Toronto Police Service,9-Feb-22,"3612888, 3612981, 3613668, 3615048","Henein, Hutchison L.L.P.",To provide legal advice and consultation on alleged forgery of the will and reward protocols (offered by the family). The services rendered are all related to an investigation.,"  3,343 "
2022,Operating,Agencies and Corporations,Legal ,Toronto Police Service,21-Apr-22,"6053284, 6053285, 6054786","Henein, Hutchison L.L.P.",To provide consultation and legal advice regarding prosecution of three senior members.,"  32,182 "
2022,Operating,Agencies and Corporations,Creative Communications,Toronto Police Service,16-Nov-20,"47023224, 9520781, 9527187, 9531971, 9541715, 9548123, 9556735, 9561989, 9575248, 9582613, 9589418, 9596406, 9596421",Navigator Limited,To provide strategic communication advice in relation to Policing Reform. ,"  141,346 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Police Services Board,13-Aug-20,"47023353
9497928",J Wallace Skelton Consulting ,"To provide in the development of Transgender inclusive policies, procedures, orders, forms and training.","  9,152 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Police Services Board,11-Jul-22,3617135,"Cooper, Sandler, Shime & Bergman LLP ",Stakeholder Consultations (BM# C2022-0622-12.0),"  13,229 "
2022,Operating,Agencies and Corporations,Legal ,Toronto Police Services Board,"6-Jan-23
1-June-23","9464050
9550371",Hicks Morley Hamilton Stewart Storie,Provide expert advice/legal opinion on general employment and labour relations issues,"  43,105 "
2022,Operating,Agencies and Corporations,Technical ,Toronto Waterfront Revitalization Corporation,8-Apr-22,1895.R01,Intech Risk Management Inc.,To provide risk management advisory services. ,"  37,651 "
2022,Operating,Agencies and Corporations,Information Technology,Toronto Waterfront Revitalization Corporation,23-Jul-19,2321,ENVISION IT INC,To provide consulting services for an Enterprise Content Management Strategy.,"  13,264 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Waterfront Revitalization Corporation,26-Aug-21,2601,MNP LLP,"To provide recommendations and an implementation plan for Diversity, Equity and Inclusion Programs.","  57,008 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Waterfront Revitalization Corporation,2-Dec-22,2665,H Wilkinson Consulting Group Inc. ,To provide consulting services for the Job Evaluation Tool and salary benchmarking strategy. ,"  15,722 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Waterfront Revitalization Corporation,8-Feb-22,2660,PRICEWATERHOUSECOOPERS LLP,"To provide consulting services on quantifying greenhouse gas emissions, assessing climate risks and opportunities, and providing disclosure recommendations.","  49,075 "
2022,Operating,Agencies and Corporations,Legal ,Toronto Waterfront Revitalization Corporation,3-Nov-16,"1837.R02, R08, R09",BENNETT JONES LLP,"To provide legal advice related to corporate matters (Human Resources, Governance, Audit and General).","  27,131 "
2022,Operating,Agencies and Corporations,Legal ,Toronto Waterfront Revitalization Corporation,30-Aug-22,2642.R01,Hicks Morley Hamilton Stewart Storie,To provide legal advice related to confidential HR matters and other corporate general matters.,"  1,206 "
2022,Operating,Agencies and Corporations,Legal ,Toronto Waterfront Revitalization Corporation,25-Nov-22,2637.R01,Borden Ladner Gervais L.L.P.,To provide legal advice on entering a complex commercial lease at 251 Queens Quay East.,"  8,707 "
2022,Operating,Agencies and Corporations,Creative Communications,Toronto Waterfront Revitalization Corporation,25-Oct-22,2738,NAVIGATOR LIMITED,To provide strategic communication consulting services to develop a public affairs approach to reinforce the value that Waterfront Toronto has delivered since its inception and what it promises to deliver under a renewed mandate for the Next Phase of Waterfront Revitalization.,"  45,588 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Zoo,31-Dec-22,PO0095908,Mandaworks,"To provide consulting services to create a Master Concept Plan taking into account and updating the current Toronto Zoo Master Plan produced in 2017 with a forward-thinking analysis considering the Zoo's Mission and Vision, goals and objectives with respect to animal care, existing structures and site conditions, sustainability, conservation, education, visitor experiences and infrastructure needs.","  25,763 "
2022,Operating,Agencies and Corporations,Information Technology,Toronto Transit Commission,19-Feb-21,PO 499424 / C25PA21112,Wipro Solutions Canada Ltd.,"To assess the effectiveness and structure of services delivered by Information Technology Services department to the rest of the Toronto Transit Commission (TTC) and provide recommendations for improvement. 
Recommendations were identified in 5 areas: Organization & management, strategy and architecture, IT service management, solution delivery & procurement.

","  98,911 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,8-Aug-19,433883,SCOT WORTLEY CONSULTING,To provide a Racial Equity Impact Assessment (REIA) of the TTC Transit Enforcement Unit policies to identify trends indicative of discriminatory practice.,"  70,234 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,22-Oct-19,441432,AKWASI OWUSU-BEMPAH,To provide a Racial Equity Impact Assessment (REIA) of the TTC Transit Enforcement Unit policies to identify trends indicative of discriminatory practice.,"  56,833 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,26-Jul-21,512581,MERCER (CANADA) LIMITED,To provide third party support and review of opportunities for enhanced efficiency within Occupational Health and Employee Wellbeing.,"  42,612 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,2-Jun-21,510704,Ernst & Young LLP,To provide project management support and subject matter expertise for the Traction Motor transformation initiative to achieve the cost savings in the future.,"  22,759 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,22-Jul-21,514754,KPMG LLP,"To provide subject matter expertise, industry best practices, and support in the development of business cases to determine viability of identified business transformation initiatives to achieve cost savings in the future.","  269,478 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,8-Nov-19, C31PU19978,WSP Canada Inc.,To review existing work completed to date and evaluate the readiness of Line 5 Eglinton Crosstown Light Rail Transit (ECLRT) opening to ensure a successful opening.,"  11,789 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,11-Feb-22,PU542865,SNC-Lavalin Inc.,"To provide a technical review of over 3,500+ midblock stops for conformance with TTC Service Standards and the City of Toronto's Vision Zero plan.","  161,867 "
2022,Operating,Agencies and Corporations,Legal ,Toronto Transit Commission,9-May-19 - 8-May-23,PU446425,Willms & Shier Environmental Lawyers,To provide legal advice on TTC's tank system audit to ensure the audit is completed to the highest standard and by industry experts.,"  19,049 "
2022,Operating,Agencies and Corporations,Legal ,Toronto Transit Commission,13-May-20,PU457217,Koskie Minsky LLP,"To provide advice on the development of an anti-racism strategy and implementation plan, including diversity, recruitment, job postings, outreach strategy and training. ","  50,431 "
2022,Operating,Agencies and Corporations,Legal ,Toronto Transit Commission,6-Dec-22,577624,DLA Piper ,To provide an independent review and analysis of workplace/human rights exposure based on complaints of wrong-doing.,"  2,328 "
2022,Operating,Agencies and Corporations,Legal ,Toronto Transit Commission,29-Jul-20,479466,TurnpennyMilne,To provide an independent review and analysis of workplace/human rights exposure based on complaints of wrong-doing.,"  483,619 "
2022,Operating,Agencies and Corporations,Legal ,Toronto Transit Commission,30-Jul-20,478903,QMR Consulting,To provide an independent review and analysis of workplace/human rights exposure based on complaints of wrong-doing.,"  64,652 "
2022,Operating,Agencies and Corporations,Legal ,Toronto Transit Commission,29-Jul-20,478002,Rubin Thomlinson,To provide an independent review and analysis of workplace/human rights exposure based on complaints of wrong-doing.,"  156,726 "
2022,Operating,Agencies and Corporations,Legal ,Toronto Transit Commission,26-Jan-22,540119,Gita Anand Professional Services,To provide an independent review and analysis of workplace/human rights exposure based on complaints of wrong-doing.,"  33,380 "
2022,Operating,Agencies and Corporations,Information Technology,Toronto Transit Commission,19-May-22,PU554491,KLDiscovery Ontrack,To provided advisory services related to forensics and eDiscovery related to a cyber security incident. ,"  10,751 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,15-Nov-22,PC575094,Korn Ferry,To provide objective external market survey and recommendations to develop a CEO compensation package.,"  59,886 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,19-Sep-22 - 18-Sep-23,PU568096,PricewaterhouseCoopers LLP,To conducted a gap analysis of the former business continuity program and developed recommendations and templates to support the TTC's new business continuity framework.,"  40,704 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,28-Jul-22,PC562620  ,Ernst & Young LLP,"To provided advice on development of business continuity and emergency management frameworks, conducted business impact analysis and finalizing continuity of operations plans. ","  12,985 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,23-Nov-22- 22-Nov-23,PU487842,MyWorkPlaceHealth / Psychological H & S,To identify psychological health and safety risks and fatigue risks at the TTC and evaluate current controls and provide recommendations for improvement of existing controls and to identify new controls.,"  57,048 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,30-Jul-20,PU 473448.,Dillon Consulting,To provide service Integration and review TTC and 905 agency cross-boundary service to identify efficiencies that could be achieved with greater coordination and changes to legislation and labour contracts.,"  78,119 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,29-Jul-20,PU473411,Ernst & Young LLP,"To provide consultant services required to assist with the Phase 1 of TTC Digital Infrastructure Strategy including current state analysis, visioning, recommendations, supporting TTC during contract negotiations, and analysis of digital connectivity strategy performance metrics. ","  181,033 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,18-Feb-22,C02PV20709,Mott MacDonald Canada Ltd.,To provide consulting services to develop TTC's 5-Year Fare Policy.,"  36,025 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,18-Feb-22,C02PV20710,Clevor Consulting Group,To provide consultant services required to develop TTC's 10-Year Fare Collection Outlook. ,"  7,388 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,25-Apr-22,PU551504,Third Party Public Inc.,To perform public consultation services for TTC’s 5-Year Service Plan and 2023 Annual Service Plan. Two rounds of engagement with customers and key stakeholders to gather feedback on proposed service changes were conducted. Youth Ambassadors were also hired.,"  205,007 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,22-Jan-19,C32PE19733,WSP Canada Inc.,To provide consulting services to support the Light Rail (LRT) Transit Operations start-up.,"  39,866 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,9-Mar-22,C51PW22074,WSP Canada Inc.,To provided consulting support for the Light Rail (LRT) Transit Operations start-up. This is a Bridge Contract to the original PO #C32PE19733 (captured in this report). Bridge PO was established to complete tasks still in progress as the original contract was expiring.,"  119,553 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,8-Nov-19,C31PU19975,Hatch Ltd.,"To perform a jurisdictional scan via interview with transit agencies, desktop research across industry, and cost/benefit study on 1) Rewards & Recognition programs and 2) Hybrid work models.","  55,968 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,8-Nov-19,C31PU19976,KPMG LLP,To perform a review of TTC processes and research on best practices with respect to pre-placement medicals and to provide assistance with developing an RFP structure for the next vendor handling pre-placement medicals.,"  96,672 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,8-Nov-19,C31PU19976,KPMG LLP,"To perform a review over the operator risk registry program, including an assessment of the design of the scoring model using a risk based approach and provided an evaluation of possible off the shelf IT solutions that TTC could possibly implement.","  43,264 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,8-Nov-19, C31PU19978,WSP Canada Inc.,To perform an industry sounding exercise to identify best practices and standards that can be implemented at the TTC with respect to winter weather operations.,"  41,956 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,11-Feb-21,PU497867,WSP Canada Inc.,"To perform TTC streetcar rail wheel noise monitoring and assessment.  To assess the benefits of different noise mitigation in place and determine whether speed impacts the noise level.
","  89,956 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,16-May-22,PU553491,CH2M Hill Canada Ltd,"To develop a tool using TTC’s historical maintenance data (e.g., completed preventive maintenance activities and standard inspections, maintenance backlog, repair costs, etc.) to produce condition scores for revenue vehicles. To perform condition assessments on small percentage (1-2%) of revenue fleet (Buses, Streetcars, and Subway) to verify accuracy/reliability of the algorithm.  ","  216,110 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,25-Apr-22,Invoice # SC-042522-01,Sonad Corporation,To perform a Pre-Start Health and Safety Review for the T1 & TR axle overhaul process and the equipment used in this process.,"  2,894 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,1-Oct-21,PO 560564,Optimus SBR Inc.,To provide services rendered to ensure fair bidding process of new contract for Vehicle Disinfection and provide Issue of Final Fairness Report.,"  11,397 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,2-Oct-19,C41PC19951,Optimus SBR Inc.,To provide subject matter expertise required to work with various departments in the development of business cases to determine viability of identified business transformation initiatives. ,"  23,621 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,16-Feb-21,C76SG21093,KPMG LLP,"To provide assistance to the TTC's Project Management Maturity initiatives and auditing services to assist with standards, procedures, tools and templates and management systems.","  227,140 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,11-May-21,PU507505,KPMG LLP,"To identify, design and plan support of an integrated set of transformational changes that focus on elevating Finance’s role in the organization to a strategic, value-added business partner.","  40,587 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,1-Dec-22,PU577162,University Of Toronto,"To perform a third-party assessment of the total economic benefits realized from the investments in transit services and capital works necessary for safe, reliable and seamless service and to enhance the capacity, sustainability and resiliency of the TTC’s existing transit network. ","  91,350 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,11-Jan-19,C41PC19952 ,Ernst & Young LLP,"To provide advice on development of business continuity and emergency management frameworks, conducted business impact analysis and finalizing continuity of operations plans.","  95,530 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,11-Jan-19,C41PC19952 ,Ernst & Young LLP,To provide support in facilitating and organizing a series of roundtable discussions with partner local transit authorities across the GTA in order to identify opportunities to achieve improved customer experience; cost savings and efficiencies; advanced the role of public transit as a preferred mobility option; and established new mechanisms for regional coordination amongst local transit authorities. ,"  58,738 "
2022,Operating,Agencies and Corporations,Legal ,Toronto Transit Commission,21-Oct-21,PU457236,Aird & Berlis LLP,To perform a review over environmental issues and provide options and recommendations through reports and memos.,"  16,324 "
2022,Operating,Agencies and Corporations,Legal ,Toronto Transit Commission,30-May-22,553633,Blakes LLP,To provide advice with respect to cybersecurity incident.,"  65,465 "
2022,Operating,Agencies and Corporations,Legal ,Toronto Transit Commission,21-Oct-22,572292,Borden Ladner Gervais L.L.P.,To provide advice and conduct investigations into workplace/human rights related matters.,"  71,156 "
2022,Operating,Agencies and Corporations,Legal ,Toronto Transit Commission,9-Apr-21,503666,Koskie Minsky LLP,To provide legal advice and conduct investigations into workplace/human rights related matters.,"  48,572 "
2022,Operating,Agencies and Corporations,Legal ,Toronto Transit Commission,28-Oct-21,527063,Kevin A. Robins,To provide legal advice and conduct investigations into workplace/human rights related matters.,"  12,048 "
2022,Operating,Agencies and Corporations,Legal ,Toronto Transit Commission,25-Nov-21,534053,Nathaniel BF MA,To provide legal advice and conduct investigations into workplace/human rights related matters.,"  26,946 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Public Library Board,8-Oct-21,PO0030636,Ernst & Young LLP,To provide consulting services for the Facilities Master Plan.,"  48,082 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Public Library Board,9-Nov-21,PO0030691,Lord Cultural Resources,To create a new vision and mandate for the Research & Reference libraries (Toronto Reference Library & North York Central Library) and Special Collections.,"  119,930 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Public Library Board,n/a,n/a,Public Services Health & Safety Association,To provide a risk assessment on Workplace Violence.,"  5,597 "
2022,Operating,Agencies and Corporations,Management / Research & Development,Toronto Public Library Board,23-Feb-22,PO0030908,Third Party Public Inc.,To provide third party consultation facilitation services for alternative approaches to safety & security.,"  69,782 "
