YEAR,BUDGET TYPE,CITY AGENCY,"EXPENSE
CATEGORY",DIVISION,CONTRACT DATE,CONTRACT NUMBER,CONSULTANT NAME,DESCRIPTION, EXPENDITURE
2022,Capital,Agencies and Corporations,Technical ,Toronto Transit Commission,25-May-21,524411,CH2M Hill Canada Ltd,"Vehicle Integrator Consulting Services to support eBus testing, smart charging development & energy optimization studies.","  93,196 "
2022,Capital,Agencies and Corporations,Technical ,Toronto Transit Commission,2-Jul-21,524428,CH2M Hill Canada Ltd,Program Manager consulting services to support eBus Charging Systems Program.,"  71,151 "
2022,Capital,Agencies and Corporations,Technical ,Toronto Transit Commission,1-Mar-22,544086,CH2M Hill Canada Ltd,To provide project management support to the New Technology and the Innovation group related to Autonomous Vehicle Program.,"  314,401 "
2022,Capital,Agencies and Corporations,Technical ,Toronto Transit Commission,19-May-22,554124,CH2M Hill Canada Ltd,To provide vehicle integrator consulting services to support eBus testing smart charging development & energy optimization studies.,"  126,203 "
2022,Capital,Agencies and Corporations,Technical ,Toronto Transit Commission,12-Aug-22,564093,Mott MacDonald Canada Ltd.,To provide engineering support to Subway Toronto Rocket (TR) Project.,"  36,676 "
2022,Capital,Agencies and Corporations,Technical ,Toronto Transit Commission,20-Sep-22,568457,Hatch Ltd.,"To provide Reliability, Availability, Maintainability and Safety (RAMS) support for Safety and Reliability Plan development.","  55,542 "
2022,Capital,Agencies and Corporations,Technical ,Toronto Transit Commission,17-May-21,PU508475,GEF Consulting Inc.,To provide procurement consulting services for Vehicle Programs Bus Midlife Overhaul.,"  129,846 "
2022,Capital,Agencies and Corporations,Technical ,Toronto Transit Commission,21-Jun-21,PU531159,Hatch Ltd.,To provide program management support for the New Subway Train (NST) procurement and Toronto Rocket (TR) Midlife Overhaul projects.,"  492,294 "
2022,Capital,Agencies and Corporations,Technical ,Toronto Transit Commission,23-Jul-21,"C76PH21450 / 
PU518029",Hatch Ltd.,"To provide consulting services in number of tasks related to the New Subway Train (NST) program for the development of technical specifications, pre-qualification, milestone payments, evaluation criteria, and RFP related documents.","  536,585 "
2022,Capital,Agencies and Corporations,Technical ,Toronto Transit Commission,28-Nov-22,C76PH22629 / PU570676,Hatch Ltd.,To provide engineering and other consulting services for the New Subway Train (NST) procurement program.,"  25,731 "
2022,Capital,Agencies and Corporations,Technical ,Toronto Transit Commission,12-Jul-21,C76PH21424,Hatch Ltd.,Consultant support for Toronto Rocket (TR) Midlife Overhaul.,"  155,806 "
2022,Capital,Agencies and Corporations,Technical ,Toronto Transit Commission,13-Sep-21,C76PW21505 / 535961,STV CANADA CONSULTING INC.,To provide professional services for the Full Fleet Electrification Study - Vehicle Programs.,"  824,589 "
2022,Capital,Agencies and Corporations,Technical ,Toronto Transit Commission,18-May-22,554282,CH2M Hill Canada Ltd,To provide consulting support for Greenhouse Gas (GHG) and Climate Resilience Report to support TTC's Zero Emission Transit Fund Application.,"  97,121 "
2022,Capital,Agencies and Corporations,Technical ,Toronto Transit Commission,22-Aug-22,564707,CH2M Hill Canada Ltd,To provide engineering advisory services to review design package for Birchmount and Eglinton Phase 1 eBus Charging.,"  48,122 "
2022,Capital,Agencies and Corporations,Technical ,Toronto Transit Commission,2-Mar-22,551496,CH2M Hill Canada Ltd,To provide consulting services on charging systems technical specification.,"  359,498 "
2022,Capital,Agencies and Corporations,Technical ,Toronto Transit Commission,19-Jul-21,516244,CH2M Hill Canada Ltd,To provide construction supervisor consulting services to support eBus Charging Systems Program.,"  201,536 "
2022,Capital,Agencies and Corporations,Technical ,Toronto Transit Commission,12-Oct-22,570816,CH2M Hill Canada Ltd,To provide construction supervisor consulting services to support eBus Charging Systems Program.,"  26,295 "
2022,Capital,Agencies and Corporations,Technical ,Toronto Transit Commission,1-Sep-21,523656,CH2M Hill Canada Ltd,To provide Construction Supervisor Consulting Services to support eBus Charging Systems Program.,"  321,141 "
2022,Capital,Agencies and Corporations,Technical ,Toronto Transit Commission,5-Jul-21,524633,CH2M Hill Canada Ltd,To provide project coordinator services to support eBus Charging System Program.,"  123,089 "
2022,Capital,Agencies and Corporations,Technical ,Toronto Transit Commission,4-Jul-22,560565,CH2M Hill Canada Ltd,To provide project administrator services to support eBus Charging System Program.,"  58,003 "
2022,Capital,Agencies and Corporations,Technical ,Toronto Transit Commission,21-Sep-21,C76PA21337 / 556075,CUTRIC,To provide consulting support for the commission's fleet electrification: Feasibility Analysis & Simulation.,"  279,979 "
2022,Capital,Agencies and Corporations,Technical ,Toronto Transit Commission,24-Aug-22,PU565498,CH2M Hill Canada Ltd,"To provide consulting support for Decarbonization, Resiliency Study.","  202,092 "
2022,Capital,Agencies and Corporations,Technical ,Toronto Transit Commission,14-Jun-19,C31PF19886A,Hatch Ltd.,To design and prepare tender document for King and Sumach track rehabilitation including construction support.,"  267,501 "
2022,Capital,Agencies and Corporations,Technical ,Toronto Transit Commission,24-Mar-20,C31PX20743,LEA Consulting Ltd,To provide switch and track alignment analysis at Roncesvalles Yard (S-48) and propose remediation recommendations.,"  112,831 "
2022,Capital,Agencies and Corporations,Technical ,Toronto Transit Commission,2-May-22,PU555511,Compustaff Corp.,"To provide consultant support for Signals, Electrical and MAXIMO implementation","  383,897 "
2022,Capital,Agencies and Corporations,Information Technology,Toronto Transit Commission,10-Mar-21,C25PN20862 /PU499797,IBI Group Professional Service,To conduct an assessment of current TTC business processes and technologies for Operator Sign-up and Daily Work Assignment Management.,"  102,854 "
2022,Capital,Agencies and Corporations,Information Technology,Toronto Transit Commission,23-Mar-17,C25PH16893 / PU327846,IBM Canada Ltd.,"To perform an assessment of current business process and business requirements for Procurement and Category Management as well as Material Management, which will be leveraged for implementation of an SAP procurement module as identified in the TTC SAP business roadmap","  13,973 "
2022,Capital,Agencies and Corporations,Information Technology,Toronto Transit Commission,30-Jul-21,C25PN19945 / PU519556,IBM Canada Ltd.,To provide consulting support for the implementation of Time Entering Solution.,"  2,014,003 "
2022,Capital,Agencies and Corporations,Information Technology,Toronto Transit Commission,8-Jan-20,C25PF19853,Left Turn Right Turn Ltd.,"To provide assessment services to evaluate internal systems, technology, services (i.e. non-customer facing), and applications supported by ITS against requirements under AODA.","  71,735 "
2022,Capital,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,31-May-19,C41PC19864,Ernst & Young LLP,To assist the TTC in advancing its Project Management Maturity in response to the KPMG Capital Project Delivery Review conducted in 2016 (Standards Support).,"  340,674 "
2022,Capital,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,16-Feb-21,C76SG21093,KPMG LLP,To provide support and auditing services in Innovation and Sustainability Report.,"  285,752 "
2022,Capital,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,21-May-20,C32PH20807,GEF Consulting Inc.,To provide procurement consulting support for complex vehicle purchases in accordance with TTC's procurement policy and industry best practice.,"  182,093 "
2022,Capital,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,16-Feb-21,C76SG21094,Optimus SBR Inc.,"Provide assistance to the TTC's Project Management Maturity initiatives and auditing services to assist with standards, procedures, tools and templates and management systems.","  362,802 "
2022,Capital,Agencies and Corporations,Management / Research & Development,Toronto Transit Commission,8-Nov-19,C31PU19974,CH2M Hill Canada Ltd,"To develop detailed designs for two Bus Rapid Transit (BRT) corridors and to implement exclusive bus lanes, stop consolidation, and all-door boarding to speed up bus service on Toronto’s busiest travelling corridors.","  259,514 "
2022,Capital,Agencies and Corporations,Legal ,Toronto Transit Commission,1-Sep-20,PU486771,Willms & Shier Environmental Lawyers,To complete the TTC's environmental legal services tank and tank system audit.,"  261,094 "
2022,Capital,Agencies and Corporations,Legal ,Toronto Transit Commission,29-Oct-18,C22PH19701,Chernos Flaherty Svonkin LLP,To provide legal counsel to the TTC for the arbitration and settlement negotiations with PRESTO.,"  62,674 "
2022,Capital,Agencies and Corporations,Legal ,Toronto Transit Commission,15-Feb-15,PU194658,Blakes LLP,To provide advice as it relates to partnering with Ontario Power Generation (OPG) Electrification and Toronto Hydro.,"  10,452 "
2022,Capital,Agencies and Corporations,Legal ,Toronto Transit Commission,26-Aug-22,PU572747,Blakes LLP,To provide legal services as it relates to the Yonge-Bloor Capacity Improvements Project and prepare Request for Proposal (RFP) documents.,"  311,473 "
2022,Capital,Agencies and Corporations,Technical ,Yonge-Dundas Square,10-Jun-22,1435,McIntosh Perry Limited,To perform a Building Conditions Assessment for the 2022 State of Good Repair assessment.,"  26,841 "
2022,Capital,Agencies and Corporations,Technical ,Yonge-Dundas Square,1-Nov-22,1837,McIntosh Perry Limited,To perform a Restoration Conditions Assessment for the 2022 State of Good Repair assessment.,"  11,750 "
2022,Capital,Agencies and Corporations,Technical ,Yonge-Dundas Square,14-Dec-22,1831,Dan Euser Water Architecture Inc,To perform a review and report on existing water feature conditions for the 2022 State of Good Repair assessment.,  300 
2022,Capital,Agencies and Corporations,Technical ,Yonge-Dundas Square,1-Dec-22,1917,Blackwell Structural Engineers,To perform an engineering/structural review of stage canopy for the 2022 State of Good Repair assessment.,  348 
2022,Capital,Agencies and Corporations,Technical ,Yonge-Dundas Square,10-Aug-22,1876,Fitzpatrick Electrical Contractor Inc,"To perform a visual inspection on all electrical equipment, Infra Red scan and provide a report for the 2022 State of Good Repair assessment.","  1,553 "
2022,Capital,Agencies and Corporations,Technical ,Yonge-Dundas Square,16-Nov-22,1905,Gorbern Mechanical Contractors Limited,To perform a camera inspection of all storm and sanitary drains by the public washrooms and green room for the 2022 State of Good Repair assessment.,"  1,320 "
2022,Capital,Agencies and Corporations,Technical ,Yonge-Dundas Square,13-Dec-22,1906,Gorbern Mechanical Contractors Limited,To perform a Fountain Back Flow Prevention device test for the 2022 State of Good Repair assessment.,  165 
2022,Capital,Agencies and Corporations,Technical ,Yonge-Dundas Square,10-May-22,1371,J.D. Barnes Limited,To provide a Topographic survey for the 2022 State of Good Repair assessment.,"  10,800 "
2022,Operating,City Manager,Information Technology,City Clerk's Office,26-May-22,3615932,Intelligent Connections Inc. ,"Risk Management Consultant services to support Election Services in assessing security controls related to election technologies used for in-person voting and optional mail-in voting, and ensure the secure management and maintenance of vote-counting equipment. ","  31,342 "
2022,Operating,City Manager,Technical ,Concept 2 Keys,20-May-21,6052155,Watson & Associates Economists Ltd,Consulting services for fee review of development application fees.,"  38,559 "
2022,Operating,City Manager,Management / Research & Development,Concept 2 Keys,26-Aug-21,6052439,KPMG LLP,"Consulting services for issues
management function review and the
development of a city-wide performance
measurement framework for
development review.","  177,113 "
2022,Operating,City Manager,Management / Research & Development,Governance & Corporate Strategy,19-Apr-22,3609127/3614850,Fiona Crean,"Research, consultation and governance analysis and review to develop recommended options for roles, responsibilities and mandate for the Housing Commissioner. The work began in 2021 and was completed with the delivery of a final report in 2022.","  33,276 "
2022,Operating,City Manager,Management / Research & Development,Governance & Corporate Strategy,15-Oct-21,3609518,Maytree Foundation,"Develop and implement an
engagement strategy, including with
Indigenous knowledge keepers,
community service providers, legal
clinics, those with lived experience to
inform the considerations of Housing
Commissioner options. The work began
in 2021 and was completed in 2022 and
informed the final report provided by
Fiona Crean to the City Manager in
2022.","  13,871 "
2022,Operating,City Manager,Management / Research & Development,Intergovernmental and Agency Relations,11-Jan-22,6053593,Ernst & Young LLP,Support to the City Manager for the Long Term Financial Plan,"  410,856 "
2022,Operating,City Manager,Management / Research & Development,Intergovernmental and Agency Relations,4-Oct-22,6053832,StrategyCorp Inc.,Support to the City Manager for the Long Term Financial Plan.,"  185,217 "
2022,Operating,City Manager,Management / Research & Development,Intergovernmental and Agency Relations,28-Feb-22,6053109,Canadian Urban Institute,For the provision of advice respecting the federal Housing Accelerator Fund.,"  100,000 "
2022,Operating,City Manager,Management / Research & Development,Intergovernmental and Agency Relations,11-Jan-22,6052958,Korn Ferry,An independent external review of executive compensation at City of Toronto's Agencies and Corporations (A&Cs) and advice on the City's existing Guiding Principles.,"  474,177 "
2022,Operating,City Manager,Management / Research & Development,Intergovernmental and Agency Relations,26-Aug-21,6052501,StrategyCorp Inc.,For the provision of strategic and inter-governmental affairs advice in supporting the Executive Leadership Table (ELT) consisting of the City Managers and CAOs of the GTHA municipalities (Regional Prosperity Alliance (GTHA-RPA) overview).,"  9,769 "
2022,Operating,City Manager,Management / Research & Development,People & Equity,26-Oct-22,6053912,Deloitte LLP,Lot 2: Recommendations to the reviewed model. Including a deep dive into and mapping of 17 processes in line with best practices and catered to the complexities of the City. Also a review of enabling technology was provided to meet the needs of recruitment in this model.,"  167,904 "
2022,Operating,City Manager,Information Technology,Office of the Chief Information Security Officer (CISO),20-Sep-20,6059068,KPMG LLP,"Consulting services were required to enhance the City's ransomware resilience to minimize the impact of a cyber-attack. The services included gap assessments and recommendations for Risk Management Framework, application security reviews, cyber policy & standard recommendations, ransomware strategy recommendations, etc. Consulting services were required to enhance the City's ransomware resilience to minimize the impact a cyber attack could cause if attackers managed to penetrate the City's technology defenses. The services included gap assessments and recommendations for Risk Management Framework, application security reviews, cyber policy & standard recommendations, ransomware strategy recommendations, etc. 

Note: In 2022, included $20,861 consulting tasks completed by KPMG on Public Key Infrastructure, BCP Policy, and Cloud Framework Development assessments/recommendation reported in 4038 (Professional services) in SAP BCP/DR Review and Policy","  97,860 "
2022,Operating,City Manager,Information Technology,Office of the Chief Information Security Officer (CISO),27-Oct-21,6052703,"LARES, LLC","Perform an adversarial simulation to simulate actual cyber-attacks at the City, to test City's readiness, as well as controls across the network, applications, and physical environment against cyber security risks.
The services provided are:
 - Planning, Framework, Scenario Development
- Information Gathering
- Red Team Exercise
- Open-Source Intelligence and Dark Web intelligence
- Physical intrusion for 30 sites
- Detailed Comprehensive Technical Report
- Executive Summary Report & Presentation","  11,753 "
2022,Operating,City Manager,Information Technology,Office of the Chief Information Security Officer (CISO),27-Jan-22,3612561,Ernst & Young LLP,"Develop a program to address cyber risks identified in City Agencies and Corporations (""Confirmation Program""). EY will support the City to identify and prioritize opportunities to enhance the Confirmation Program developed by the Office of the Chief Information Security Officer (CISO). ","  44,774 "
2022,Operating,City Manager,Information Technology,Office of the Chief Information Security Officer (CISO),7-Dec-22,6054047,Ernst & Young LLP,The City is seeking support with establishing a cyber Integrated Risk Management (IRM) program to support effective cyber risk governance and enhance the cyber risk assurance program.,"  198,228 "
2022,Operating,City Manager,Creative Communications,Office of the Chief Information Security Officer (CISO),21-Nov-22,3620993,Campbell Symons Design Inc,"Inaugural Office of the Chief Information Security Officer (CISO) Annual Report
- Initial design concepts
- Typesetting
- Layout and Type revisions
- Image search
- Photoshop images
- Production
- Create print files","  9,667 "
2022,Operating,Corporate Services,Information Technology,Technology Services,15-Nov-23,9480323,CBCI TELECOM,"To create and review the ModernTO AV design standards/specifications to be used as the guideline designs for implementing meeting rooms of various sizes for ModernTO construction projects; review Court Services AV requirements. Solotech is the City’s blanket contract vendor who provide Audio-Visual (AV) consultation services, including consultation, design and installations.","  2,671 "
2022,Operating,Corporate Services,Technical ,Environment & Climate,9-Apr-21,3603952,Exergy Associates LTD.,"To provide independent third party review of the measurement and verification (M&V) of Energy Service Companies (ESCO) implementation and commissioning activities and to review, comment and approve on the ESCOs report on Energy & GHG emissions Savings realized in the energy retrofit projects.","  7,117 "
2022,Operating,Corporate Services,Technical ,Environment & Climate,9-Apr-21,3603955,Morrison Hershfield,"To provide an independent third party review of the Measurement & Verification (M&V) and Commissioning Plan, advise the Energy Service Companies (ESCO) on the monitoring requirements for specific measures the ESCO plans to implement, oversee commissioning activities, and review, comment and approve on the ESCOs report on Energy & Green House Gas (GHG) emissions Savings realized in the energy retrofit projects.","  4,783 "
2022,Operating,Corporate Services,Technical ,Environment & Climate,27-Jul-22,3617639,SCC Consulting,To provide assistance in developing specific food purchasing and tracking language for RFQs that satisfy the City's Cool Food Pledge's requirements and to secure the 2019 food distribution purchasing data for Children’s Services.,"  4,579 "
2022,Operating,Corporate Services,Technical ,Environment & Climate,7-Dec-22,6054053,Carbon Consulting LLC,To provide services in Developing Toronto's Consumption-Based Emissions Inventory (CBEI) for the City of Toronto's Environment & Climate Division.,"  7,269 "
2022,Operating,Corporate Services,Technical ,Corporate Real Estate Management,3-Jun-22,6053409,IBI Group Professional Service,To provide professional IT network engineering consulting services for Toronto Parking Authority (TPA) Corporate Security Network Upgrade Project.,"  65,085 "
2022,Operating,Corporate Services,Management / Research & Development,Corporate Real Estate Management,4-Nov-21,6052741,Deloitte LLP,"To provide the Corporate Real Estate Management Division and CreateTO with options and considerations of a future state service delivery model and associated implementation roadmap in alignment with the goals of the City-Wide Real Estate transformation, as articulated in item EX25.9 (2017).","  150,605 "
2022,Operating,Corporate Services,Management / Research & Development,Corporate Real Estate Management,23-Jun-21,6052300,Lord Cultural Resources,To provide advisory and consulting services for St. Lawrence Market Precinct Plan and Strategic Plan 2022 to 2027.,"  55,269 "
2022,Operating,Corporate Services,Legal ,Corporate Real Estate Management,10-Jun-08,6025203,Davies Ward Phillips & Vineberg LLP,To provide legal advice in connection with the selection of the qualified potential lessees negotiation with stakeholder - Union Station.,"  327,654 "
2022,Operating,Community and Social Services,Management / Research & Development,"Parks, Forestry & Recreation",17-Aug-22,3618201,Robinson Global Management Inc.,Reviewed and evaluate documents for category management and provided edit suggestion or fairness comments/opinion.,"  7,693 "
2022,Operating,Community and Social Services,Technical ,Economic Development & Culture ,12-Nov-21,6052762,Jay Pitter Placemaking Inc.,"To plan, develop, and execute on the scope of work deliverables contracted as part of the Cultural District Designation Program and Little Jamaica Cultural District Master Plan.","  175,215 "
2022,Operating,Community and Social Services,Management / Research & Development,Economic Development & Culture ,29-Jun-21,3606438,Caldera Industries,To provide consulting for an eSports strategy.,"  18,317 "
2022,Operating,Community and Social Services,Management / Research & Development,Economic Development & Culture ,23-Nov-18,6048002,John Archer And Associates,To provide a Study of the Current State and Future of the City's Retail Main Streets.,"  1,970 "
2022,Operating,Community and Social Services,Management / Research & Development,Economic Development & Culture ,7-Jul-21,3606609,NGL Nordicity Group Ltd,For the provision of a qualified vendor or firm with experience in Interactive Digital Media (IDM).,"  13,351 "
2022,Operating,Community and Social Services,Management / Research & Development,Economic Development & Culture ,13-Aug-21,6052455,PricewaterhouseCoopers LLP,"To develop a report on  the impact of COVID-19 on Toronto's downtown core, as well as a study on impacts of COVID-19 on Toronto's overall economy and provide recommendations on activities to support recovery. ","  86,496 "
2022,Operating,Community and Social Services,Management / Research & Development,Economic Development & Culture ,3-Jun-22,6053404,11438832 Canada Inc,"To provide a Food and Beverage Strategy to Fort York National Historic Site and The Bentway Conservancy in order to implement quality and high standard food and beverage services that engage the public with distinctive and relevant offerings, augment visitor welcome, and connect to the unique and multi-layered narratives of the site. The strategy will also provide recommendations for the layout and operation for the Fort York Visitor Centre's Servery kitchen, pricing options and flexible partnership opportunities. ","  27,873 "
2022,Operating,Community and Social Services,Management / Research & Development,Economic Development & Culture ,26-Apr-22,3615068,"Chiblow, Savanna","To engage Indigenous Consultants to review the Indigenous Arts Festival and create a strategy with recommendations on how the IAF should move forward. Indigenous consultants connected with Indigenous partners, community members and key informants, as well as COT internal stakeholders to inform this strategy. 

The strategy contains recommendations regarding IAF planning including community and anchor partnerships, venue set-up, production, communications, outreach and marketing, staffing, grants and sponsorship, accessibility and school programs.","  12,544 "
2022,Operating,Community and Social Services,Management / Research & Development,Economic Development & Culture ,26-Apr-22,3615067,"Fleming, Jessica Lea","To engage Indigenous Consultants to review the Indigenous Arts Festival and create a strategy with recommendations on how the IAF should move forward. Indigenous consultants connected with Indigenous partners, community members and key informants, as well as COT internal stakeholders to inform this strategy. ","  12,736 "
2022,Operating,Community and Social Services,Management / Research & Development,Economic Development & Culture ,28-Nov-22,3621205,"Rawlings, Frances","To engage stakeholders to receive feedback on a report developed pertaining to the Youth Cultural Incubators Stabilization Initiative (YCISI) and youth arts sector in Toronto.  Stakeholders at the feedback session included YCISI organizations, City staff and third party cultural sector staff who contributed to the report and earlier consultation.","  2,340 "
2022,Operating,Community and Social Services,Management / Research & Development,Economic Development & Culture ,29-Nov-21,3610998,Creative Process Inc,"To complete research about community cultural development and develop a survey and consultation process for members of the arts community and the public in order to conduct a review of the cultural sector in Toronto over the last five years. Creative Process Inc. was responsible for developing a report including their research, and results of consultations, survey and recommendations for moving forward.  ","  50,371 "
2022,Operating,Community and Social Services,Management / Research & Development,Economic Development & Culture ,7-Nov-22,3620564,"Pandya, Parul",To conduct research and review relevant reports in order to develop an intensive facilitated workshop with arts organizations to help set priorities for future Youth Cultural Incubators Stabilization Initiative organizations. ,"  1,221 "
2022,Operating,Community and Social Services,Management / Research & Development,Economic Development & Culture ,29-Sep-22,3619386,Ipsos Limited,"To gauge industry perceptions of existing restaurant support programs, including overall satisfaction from key industry organizations and restaurants (owners, operators, staff) as well as opinions regarding impactful, potential programs that could be deployed in future.  ","  27,648 "
2022,Operating,Community and Social Services,Management / Research & Development,Economic Development & Culture ,29-Apr-22,6053304,Ipsos Limited,"To conduct quantitative/qualitative research to gauge industry and public awareness/opinion of restaurant support programs produced by the City of Toronto to assist in the evaluation of existing support programs and the potential development of new ones.  More specifically, the research will be used to inform the potential creation of new City of Toronto restaurant support programs. Services will also include expected participation, industry and public perceptions, sentiments, audience profile, and demographics. ","  70,744 "
2022,Operating,Community and Social Services,Management / Research & Development,Economic Development & Culture ,14-Apr-22,6053268,NGL Nordicity Group Ltd,"To provide a comprehensive music strategy for the City of Toronto.  The Music Strategy is a five-year strategy that builds on the 2016 Toronto Music Strategy, refreshing key elements while introducing new pillars that reflect current and future priorities for the municipal government in supporting and growing Toronto's music ecosystem.","  20,992 "
2022,Operating,Community and Social Services,Management / Research & Development,Economic Development & Culture ,31-Jan-22,3612611,Overlap Associates Inc.,To provide facilitation for Economic Development and Culture's 2023 strategic and operational planning process to be aligned to the 2023 Budget process.,"  38,923 "
2022,Operating,Community and Social Services,Management / Research & Development,Economic Development & Culture ,25-Oct-22,3620171,Ramsden and Associates,"To review current inventory holdings at Fort York and Spadina Museums, provide advice on which inventory to highlight and which inventory to discount (to allow for increase Toronto History Museums (THM) identity alignment) and provide a new template for inventory tracking sheets that will better communicate with a POS system.","  2,500 "
2022,Operating,Community and Social Services,Management / Research & Development,Economic Development & Culture ,2-Aug-22,3617771,Solutions Elevent Inc,To present the evaluation report of findings and recommendations from the vendors (Solutions Elevent Inc.)  prior work in 2020 with the Divisions Program Support Services Sponsorship Unit Review. ,"  3,051 "
2022,Operating,Community and Social Services,Management / Research & Development,Economic Development & Culture ,13-Jul-22,3617235,Ramsden and Associates,"To review the Toronto History Museums (THM) e-commerce and Museum Store front retail operations and provide recommendations on how to advance retail operations at THM.  

Project Objectives included: 
•	Investigate and assess the operational relationships among the museum sites, the store front shops and the online. 
•	Examine what about retail operations is working well and the challenges and roadblocks we currently face and strategize on how to address these challenges. 
•	Define what success looks like for retail operations and how to measure success and formulate the steps to move forward effectively.  

The strategy includes an environmental scan of current practices, recommendations for incorporating best practices in retail operations, recommendations re the future viability of sites’ retail operations, and how to create stronger THM identity awareness and cohesiveness between THM and the visitor experience.","  12,650 "
2022,Operating,Community and Social Services,Creative Communications,Economic Development & Culture ,20-Aug-21,3607942,"Rawlings, Frances",To provide consulting services for the Youth Cultural Incubators Stabilization Initiative. Services include mapping out and better understanding the youth arts sector in Toronto and to advise as to next steps for the current cohort and to help shape the program for a new cohort. ,"  15,207 "
2022,Operating,Community and Social Services,Management / Research & Development,"Social Development, Finance & Administration",19-Jul-22,6053622,There Management Consulting Inc.,To provide consulting services to develop the structure for the new Community Safety and Well-Being Section of SDFA that integrates existing community safety functions from Community Resources and the Executive Director’s office. ,"  106,931 "
2022,Operating,Community and Social Services,Management / Research & Development,"Social Development, Finance & Administration",15-Jul-22,3619781,Chanel Grenaway and Associates,"To assist with the development of the Black-Mandated Funding Framework (to address the underinvestment of Black-mandated organizations and groups in response to the Toronto Action Plan to Confront Anti-Black Racism Action 5.1: Increase stable funding to Black community organizations providing essential services to better meet the needs and aspirations of Black Torontonians). This includes engaging with Black communities for consultation and supporting with the reviewing of the Framework for inclusion in the CABR Year 4 Report to council. Adopted recommendations are to enhance the City’s ability to invest in Black-Mandated organizations in a comprehensive and systematic way, while improving monitoring and evaluation outcomes.","  14,721 "
2022,Operating,Community and Social Services,Management / Research & Development,"Social Development, Finance & Administration",N/A,Schedule A,Downtown Yonge BIA,To analyze and assess data related to the evaluation of the Yonge Dundas Enhanced program. Reviews and recommends appropriate data to be collected to identify key trends to improve the impact and effectiveness of the program to meet the intended outcomes. Provides recommendations and framework of how the data collected can be used for the Downtown East area.,"  20,000 "
2022,Operating,Community and Social Services,Management / Research & Development,"Social Development, Finance & Administration",N/A,6052075,Organisports Consultants Inc.,To provide consulting services for the budget and business plan development for the City of Toronto as Candidate Host City for the FIFA World Cup 2026.Documents required for Federal and Provincial funding application to be submitted by Canada Soccer on behalf of World Cup 2026 Host Cities. Timeframe was March – July 2021.  March 2022 budget review and refresh required due to pandemic-induced changes and FIFA information updates.,"  17,739 "
2022,Operating,Community and Social Services,Management / Research & Development,"Social Development, Finance & Administration",N/A,6053485,Arts & Communications Counselors,To perform valuation services of the FIFA Commercial Rights Package as part of budgeting exercise required for Federal and Provincial funding application to be submitted by Canada Soccer on behalf of World Cup 2026 Host Cities. ,"  25,000 "
2022,Operating,Community and Social Services,Management / Research & Development,Children's Services,18-Oct-21,3609589,Daniel Consulting Group,To provide external consultant services to support confronting anti-black racism and intersecting barriers at Toronto Child and Family Network.,"  28,493 "
2022,Operating,Community and Social Services,Technical ,Public Health,30-Dec-19,6050025,Perkins & Will,To support the development of a renewed neighbourhood vision for the Mount Dennis area and to recommend tools to implement the vision. ,"  18,133 "
2022,Operating,Community and Social Services,Creative Communications,Public Health,9-Feb-22,6053043,ACI Argyle Communications Inc.,"For the provision of developing a strategic six-month communication plan for TPH to mitigate and manage communications in real time, media relations, social media community management, stakeholder engagement and ad hoc communications support .","  35,699 "
2022,Operating,Community and Social Services,Information Technology,Public Health,8-Nov-21,3610282,Laryssa Landale,To provide data base analysis clean up for Preschool Speech & Language (PSAL)/Infant Hearing Program (IHP)/Blind-Low Vision (BLV) Reports.,"  6,477 "
2022,Operating,Community and Social Services,Management / Research & Development,Seniors Services and Long-Term Care,8-Apr-22,Schedule A,National Initiative For The Care,To provide consulting services for preparatory evaluation work for CareTo. ,"  11,250 "
2022,Operating,Community and Social Services,Technical , Toronto Shelter & Support Services,n/a,n/a,CAMH,"Shelter Safety Study: Examining Shelter - based Violence and Service Restrictions among People Experiencing Homelessness, people with mental illness and cognitive impairment, people who use substances, transgender and non-binary individuals, Black, Indigenous, and People of Colour, Women. Analysis, assessment and recommendations are provided in this study.","  100,344 "
2022,Operating,Community and Social Services,Management / Research & Development, Toronto Shelter & Support Services,8-Dec-21,3611323,Pruginic Snjezana,"To assess, provide and develop a Divisional Mental Health support program for all staff through identifying and assessing mental health practices and supports across the division including city-operated shelters and complete extensive consultation and engagement with staffing providing comprehensive report which will include a guiding framework and proposed Mental Health Program outline with an implementation plan.","  31,859 "
2022,Operating,Community and Social Services,Management / Research & Development,Employment & Social Services,17-Oct-22,6053875,"ZIZYS, TOM","This non-competitive procurement is for expert consulting services to help inform the City's response to City Council adopted recommendation 4 (Agenda Item History - 2021.EC21.2). As the City advances this work and considers its future role in the employment services landscape, an external consultant with specialized skills and competencies is required to help guide City decision makers. This customized support will help the City identify considerations with respect to a potential governance model and internal capacity needs and organizational structure as well as elements of a renewed workforce development (WFD) strategy to best support an enhance and more influential role for the City in the WFD landscape. The above Council recommendation requires intensive collaboration among various City divisions and partners to establish a robust position on the role of municipal government in employment services transformation. This kind of capacity does not currently exist within the City. ","  17,554 "
